objectID,title,SalesScore,ConversionScore,UserEngagementScore,ProductNoveltyScore,SeasonalityScore,LogisticsPerformanceScore,BrandPopularityScore,ProductScore
44711513784585,"""I saw you crying at the discoteque"" Ashtray",0.25,0.01358695652173913,0.15,0.033849129593810444,0.0,0.06526315789473684,0.025189391363481813,0.5378886353737682
45294114603273,The Arlo Stainless Steel Cup Set,0.13,0.004304635761589404,0.06947368421052631,0.06421663442940038,0.0,0.06842105263157895,0.017873172622756544,0.3542891796558516
45294113358089,Ice Cream Cup,0.14,0.0057259713701431495,0.05289473684210526,0.06421663442940038,0.0,0.06842105263157895,0.017873172622756544,0.3491315678959843
48427581374729,"""F*ck Tea"" Tray",0.08,0.014678899082568808,0.03394736842105263,0.09574468085106384,0.0,0.06526315789473684,0.025189391363481813,0.31482349761290396
48215952359689,I Stay Out Too Late Tray in Red,0.06,0.004152249134948097,0.023684210526315787,0.08588007736943909,0.1,0.028421052631578948,0.005442696847525138,0.30758028650980707
44711514865929,Set of 4 Cocktail Napkins,0.13,0.001870503597122302,0.04342105263157895,0.033849129593810444,0.0,0.06842105263157895,0.025189391363481813,0.30275112981757246
45294114570505,The Arlo Espresso 90 ml,0.08,0.0041450777202072546,0.026842105263157893,0.06421663442940038,0.0,0.06999999999999999,0.017873172622756544,0.26307699003552204
44711513882889,"""Better late than ugly"" Ashtray",0.04,0.03333333333333333,0.03710526315789473,0.033849129593810444,0.0,0.06526315789473684,0.025189391363481813,0.23474027534325714
45657929122057,Lilu Candle Wine Velvet Edition,0.05,0.002028397565922921,0.028421052631578948,0.07678916827853,0.0,0.06999999999999999,0.006859138821056538,0.23409775729708843
48464989061385,Tulip Wine Glass - Set of Four,0.02,0.007692307692307693,0.007105263157894737,0.09748549323017408,0.0,0.06999999999999999,0.008671880312818769,0.2109549443931953
48427584848137,"""Better than Sex"" Fil Rouge Plate",0.01,0.008695652173913044,0.0,0.09574468085106384,0.0,0.06684210526315791,0.025189391363481813,0.2064718296516166
48427584815369,"""Better than Sex"" Fil Rouge Plate",0.01,0.008695652173913044,0.0,0.09574468085106384,0.0,0.06684210526315791,0.025189391363481813,0.2064718296516166
48464989126921,Trumpet Aperitif Glass - Set of Four,0.01,0.000823045267489712,0.01657894736842105,0.09748549323017408,0.0,0.06999999999999999,0.008671880312818769,0.20355936617890358
47991404069129,The Bow Chair,0.03,0.0006936416184971099,0.021315789473684208,0.0769825918762089,0.0,0.06684210526315791,0.0072245533000378295,0.20305868153158596
48363008852233,Orphée Liqueur Glass - Set Of Two,0.04,0.0006125574272588056,0.02605263157894737,0.09284332688588008,0.0,0.026842105263157896,0.014555593335600137,0.20090621449084428
48252824453385,Ceramic Plate 'Organic Fusion N°2',0.02,0.007692307692307693,0.009473684210526316,0.08781431334622825,0.0,0.06526315789473684,0.008173761906233855,0.19841722505003295
48517384700169,Vintage Glass Bowl,0.01,0.006896551724137931,0.0007894736842105263,0.09941972920696325,0.0,0.06999999999999999,0.011048790719650974,0.19815454533496268
48410977206537,"""Ombrellina"" Olive Table Lamp",0.01,0.014285714285714285,0.005526315789473684,0.09477756286266925,0.0,0.06842105263157895,0.0013044595662752754,0.19431510513571143
48464989094153,Squiggle Pitcher,0.01,0.0031746031746031746,0.004736842105263158,0.09748549323017408,0.0,0.06999999999999999,0.008671880312818769,0.19406881882285917
48452244111625,Vintage Set of 4 Twist Cutlery,0.01,0.0009569377990430622,0.00631578947368421,0.09690522243713734,0.0,0.06842105263157895,0.008369120848549617,0.19096812318999318
48133390467337,Flowery Wine Goblet,0.02,0.018181818181818184,0.002368421052631579,0.08220502901353965,0.0,0.06526315789473684,0.002251650423700747,0.19027007656642703
48337424646409,Art Deco Burl Wood Hand-Painted Vase,0.01,0.0027397260273972603,0.003947368421052631,0.09187620889748549,0.0,0.06842105263157895,0.012188892372503389,0.1891732483500177
48427604148489,"""Hangover"" Fil Rouge Plate",0.0,0.0,0.0,0.09574468085106384,0.0,0.06526315789473684,0.025189391363481813,0.18619723010928252
48427604115721,"""Hangover"" Fil Rouge Plate",0.0,0.0,0.0,0.09574468085106384,0.0,0.06526315789473684,0.025189391363481813,0.18619723010928252
48427604082953,"""Hangover"" Fil Rouge Plate",0.0,0.0,0.0,0.09574468085106384,0.0,0.06526315789473684,0.025189391363481813,0.18619723010928252
48427604050185,"""Hangover"" Fil Rouge Plate",0.0,0.0,0.0,0.09574468085106384,0.0,0.06526315789473684,0.025189391363481813,0.18619723010928252
48401976328457,Mid Century Serving Tray,0.01,0.010526315789473684,0.0007894736842105263,0.09439071566731141,0.0,0.06999999999999999,0.00017417876241405657,0.18588068390340967
48197435916553,Gio Mini Lighter Holder,0.0,0.0,0.021315789473684208,0.08510638297872342,0.0,0.06999999999999999,0.008501675814834605,0.18492384826724223
48197435883785,Gio Mini Lighter Holder,0.0,0.0,0.021315789473684208,0.08510638297872342,0.0,0.06999999999999999,0.008501675814834605,0.18492384826724223
48197435851017,Gio Mini Lighter Holder,0.0,0.0,0.021315789473684208,0.08510638297872342,0.0,0.06999999999999999,0.008501675814834605,0.18492384826724223
48527941697801,Silver Modernist Candleholder,0.0,0.0,0.0007894736842105263,0.09980657640232109,0.0,0.06999999999999999,0.013987017402862354,0.18458306748939396
48452680122633,"Croquis Drawing no.VII ""Amelia""",0.0,0.0,0.003157894736842105,0.09690522243713734,0.0,0.06999999999999999,0.013987017402862354,0.1840501345768418
48521568813321,Glass Serving Dish Set,0.0,0.0,0.0007894736842105263,0.09961315280464217,0.0,0.06999999999999999,0.012188892372503389,0.18259151886135605
