title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime
Incense Matches With Censer Box,Carron,deny,False,2023-06-05T16:58:51.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896305929,False,True,2,1
Saint-Jacques Soap Dish,Carron,deny,False,2023-06-05T16:59:00.000Z,{'custom': {'soldout': True}},44447896502537,False,True,-1,-1
Charles oval platter,Carron,deny,False,2023-06-05T16:58:35.000Z,{'custom': {'soldout': True}},44447895683337,False,True,-1,-1
Charles oval platter,Carron,deny,False,2023-06-05T16:58:35.000Z,{'custom': {'soldout': True}},44447895650569,False,True,-1,-1
Mademoiselle Round Platter,Carron,deny,False,2023-06-06T15:27:47.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44449017069833,False,True,2,1
Saint-Jacques Oval Platter,Carron,deny,False,2023-06-05T16:59:01.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896535305,False,True,2,1
Mademoiselle Cake Stand,Carron,deny,False,2023-06-05T16:58:50.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896273161,False,True,2,1
Mademoiselle Cake Stand,Carron,deny,False,2023-06-05T16:58:50.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896240393,False,True,2,1
Mademoiselle Cake Stand,Carron,deny,False,2023-06-05T16:58:50.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896207625,False,True,2,1
Mademoiselle Cake Stand,Carron,deny,False,2023-06-05T16:58:50.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447896174857,False,True,2,1
Mon Ange Spaghetti Plate,Carron,deny,False,2023-06-05T16:58:42.000Z,"{'custom': {'soldout': True}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44447895814409,False,True,2,1
Set of 4 Cocktail Napkins,Musae Studio,continue,True,2023-11-03T16:14:20.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44711515062537,False,false,2,1
"""Rosetta“ Egg Cup",Studio Beurre,deny,True,2024-06-24T08:20:52.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",48048537600265,False,false,3,2
925 Silver Bread Plate,Tavares 1922,deny,True,2024-03-01T11:37:40.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45119071912201,False,false,1,1
Two Amanta Armchairs Designed by Mario Bellini in 1966,RELIC LONDON,deny,True,2024-08-26T08:21:24.000Z,{'custom': {'soldout': 'false'}},48325540020489,False,false,-1,-1
"Femme au Fauteuil, oil on canvas by Frédéric Brandon",RELIC LONDON,deny,True,2024-08-26T08:21:29.000Z,{'custom': {'soldout': 'false'}},48325540184329,False,false,-1,-1
Stool 02,Six Dots Design,continue,True,2024-04-01T10:51:49.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",45255753990409,False,false,6,4
Danish Candleholder 1960s,Dodo Vintage,deny,True,2024-09-30T09:03:56.000Z,{'custom': {'soldout': 'false'}},48478744248585,False,false,-1,-1
Riviera Plinth short in Oiled African Mahogany,Lemon,continue,True,2024-06-18T08:29:00.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",48020948680969,False,false,8,6
Riviera Plinth Medium in Oiled African Mahogany,Lemon,continue,True,2024-06-18T08:28:16.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",48020944945417,False,false,8,6
Pair of Park Night Stands in Oiled Oak,Lemon,continue,True,2024-06-17T12:54:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",48016704373001,False,false,8,6
Melted Butter Plate in Off White,LESS,deny,True,2024-06-17T10:02:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",48015559196937,False,false,3,1
Cléodore Glass - Set Of Two,Justine Menard,deny,False,2024-09-03T15:59:55.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",48363008753929,False,false,4,2
Langoustine Plate,Diego Nine,continue,True,2023-11-10T12:40:59.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44730543112457,False,false,4,2
The Marble Egg Sculpture,Les Objets Amsterdam,deny,True,2024-09-11T12:56:52.000Z,{'custom': {'soldout': 'false'}},48401687380233,False,false,-1,-1
Brutalist Candle Holder,Boga Avante Shop,deny,True,2024-08-21T14:30:03.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48309357805833,False,false,2,1
Ceramic Plate 'Organic Fusion N°4',INI Ceramique,deny,True,2024-08-08T08:38:57.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",48252825141513,False,false,6,2
Vintage Shell Pill Box,Break The Mould Magasin,deny,True,2024-09-24T10:30:01.000Z,{'custom': {'soldout': 'false'}},48452679631113,False,false,-1,-1
1970s Hand-Painted Crystal Bonbonnière,Dodo Vintage,deny,True,2024-09-18T09:58:05.000Z,{'custom': {'soldout': 'false'}},48427891196169,False,false,-1,-1
Abstract Etching by Robert Treat,RELIC LONDON,deny,True,2024-09-11T08:11:18.000Z,{'custom': {'soldout': 'false'}},48400830136585,False,false,-1,-1
Bucatini candle holder (White),AOT STUDIO,continue,True,2024-08-27T13:41:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48330251305225,False,false,2,1
Mid-Century Dutch Pottery Vase,RELIC LONDON,deny,True,2024-09-27T13:17:58.000Z,{'custom': {'soldout': 'false'}},48468223197449,False,false,-1,-1
Art Deco Tea/Coffee Set ‘Bombè’ by Alessi,Dodo Vintage,deny,True,2024-09-24T10:30:01.000Z,{'custom': {'soldout': 'false'}},48452679565577,False,false,-1,-1
The Ribbon Candelabra,Maud Vaughan,deny,True,2024-08-12T08:38:03.000Z,{'custom': {'soldout': 'false'}},48270827192585,False,false,-1,-1
Vintage Cubist Sculpture by Atelier Boulogne,Spigel,deny,True,2024-10-01T07:47:44.000Z,{'custom': {'soldout': 'false'}},48484912693513,False,false,-1,-1
"Large Expressionist Composition on Canvas, by Valter Gibson",RELIC LONDON,deny,True,2024-08-26T08:21:16.000Z,{'custom': {'soldout': 'false'}},48325539365129,False,false,-1,-1
Italian Summer Book by Natalie Obradovich,Maison Plage,deny,True,2024-07-01T08:29:25.000Z,{'custom': {'soldout': 'false'}},48082873319689,False,false,-1,-1
Ceramic Plate 'Organic Fusion N°3',INI Ceramique,deny,True,2024-08-08T08:38:48.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '3'}}",48252824420617,False,false,6,3
Red Ochre Zulu Hat On Stand,RELIC LONDON,deny,True,2024-08-26T08:21:39.000Z,{'custom': {'soldout': 'false'}},48325540544777,False,false,-1,-1
Still Life Lars Vidlund Flower,Collection apart,deny,True,2024-09-30T09:00:20.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48478700175625,False,false,2,1
Antique Earthenware Lamp,Médecine,deny,True,2024-10-07T16:19:00.000Z,{'custom': {'soldout': 'false'}},48517380768009,False,false,-1,-1
"Abstract Landscape Painting, by Gideon Eriksson",RELIC LONDON,deny,True,2024-09-11T08:11:17.000Z,{'custom': {'soldout': 'false'}},48400830071049,False,false,-1,-1
"Beneath and Below, 2024 Acrylic on canvas",Rebecca von Matérn,deny,True,2024-09-25T10:27:09.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48457800450313,False,false,2,1
Coffee Table,Six Dots Design,deny,True,2024-04-01T10:51:36.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",45255753957641,False,false,6,4
Croquis Drawing no.IX,Médecine,deny,True,2024-09-24T10:29:56.000Z,{'custom': {'soldout': 'false'}},48452679401737,False,false,-1,-1
Large Artist's Study,Médecine,deny,True,2024-09-27T13:17:36.000Z,{'custom': {'soldout': 'false'}},48468220510473,False,false,-1,-1
Chrome teapot by Matteo Thun for WMF,Dodo Vintage,deny,True,2024-09-27T13:17:25.000Z,{'custom': {'soldout': 'false'}},48468219887881,False,false,-1,-1
Postmodern Wavey Chrome Table Lamp,Dodo Vintage,deny,True,2024-09-06T15:46:32.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48380236562697,False,false,2,1
Glass Bowl Simon Gate,Collection apart,deny,True,2024-08-26T14:24:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48326823444745,False,false,2,1
Lobi Tripod Stool 2,RELIC LONDON,deny,True,2024-08-26T08:21:53.000Z,{'custom': {'soldout': 'false'}},48325541167369,False,false,-1,-1
Senufo Zoomorphic Stool (Ivory Coast),RELIC LONDON,deny,True,2024-08-26T10:21:37.000Z,{'custom': {'soldout': 'false'}},48325540479241,False,false,-1,-1
"Nickel Silver Jug With Grande Handle, Art Deco, 1930's",RELIC LONDON,deny,True,2024-08-26T08:21:36.000Z,{'custom': {'soldout': 'false'}},48325540446473,False,false,-1,-1
Lobi Tripod Stool 1,RELIC LONDON,deny,True,2024-08-26T08:21:10.000Z,{'custom': {'soldout': 'false'}},48325539168521,False,false,-1,-1
Twist Candleholder,Sophie Lou Jacobsen,deny,True,2024-09-26T19:32:45.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}}",48464989159689,False,false,-1,-1
Pea Head Floor Lamp,Six Dots Design,continue,True,2024-05-07T12:19:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '4'}}",45451634770185,False,false,5,4
Glass Perfume Bottle,Out For Lunch,deny,True,2024-10-07T16:21:11.000Z,{'custom': {'soldout': 'false'}},48517384765705,False,false,-1,-1
Art Deco Glass,Out For Lunch,deny,True,2024-10-07T16:20:56.000Z,{'custom': {'soldout': 'false'}},48517384012041,False,false,-1,-1
Chirstopher Dresser's Tea Pot,Boga Avante Shop,deny,True,2024-08-26T09:22:55.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48325762449673,False,false,2,1
Chirstopher Dresser's Tea Pot,Boga Avante Shop,deny,True,2024-08-26T09:22:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48325759697161,False,false,2,1
Very Large Danish Blown Glass Dish,RELIC LONDON,deny,True,2024-08-26T08:21:46.000Z,{'custom': {'soldout': 'false'}},48325540905225,False,false,-1,-1
Large Unique Shipibo vessel,RELIC LONDON,deny,True,2024-08-26T08:21:36.000Z,{'custom': {'soldout': 'false'}},48325540413705,False,false,-1,-1
"Vault II by Petra Jensen, oil on canvas",RELIC LONDON,deny,True,2024-08-26T08:21:27.000Z,{'custom': {'soldout': 'false'}},48325540086025,False,false,-1,-1
Small Art Deco Patinated Metal Vase 1920/1930s,RELIC LONDON,deny,True,2024-08-26T08:21:15.000Z,{'custom': {'soldout': 'false'}},48325539332361,False,false,-1,-1
David Marshall Cast Aluminium and Brass Bowl,RELIC LONDON,deny,True,2024-08-26T08:21:09.000Z,{'custom': {'soldout': 'false'}},48325538709769,False,false,-1,-1
1920's Globe Lamp,Out For Lunch,deny,True,2024-08-29T08:34:45.000Z,{'custom': {'soldout': 'false'}},48337392697609,False,false,-1,-1
Italian Chrome Menage 1980s,Dodo Vintage,deny,True,2024-09-24T10:29:57.000Z,{'custom': {'soldout': 'false'}},48452679532809,False,false,-1,-1
Mouthblown Wine Glass Set,Justine Menard,deny,True,2023-10-02T11:54:12.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44631075815689,False,false,2,1
Wine glass,Szkło Studio,continue,True,2023-12-13T11:46:59.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44832426262793,False,false,2,1
Japanese Postmodern Steel Tea Pot,Dodo Vintage,deny,True,2024-09-18T09:25:20.000Z,{'custom': {'soldout': 'false'}},48427786567945,False,false,-1,-1
Black Glass Vase by Kaj Franck,Dodo Vintage,deny,True,2024-09-18T09:23:05.000Z,{'custom': {'soldout': 'false'}},48427780768009,False,false,-1,-1
Rhona Stern Bronze Torso Signed,RELIC LONDON,deny,True,2024-08-26T08:21:58.000Z,{'custom': {'soldout': 'false'}},48325541298441,False,false,-1,-1
"Abstract Bust in Clay, by Peter Hayes",RELIC LONDON,deny,True,2024-08-26T08:21:57.000Z,{'custom': {'soldout': 'false'}},48325541265673,False,false,-1,-1
Studio Pottery Vase by Tony Benham,RELIC LONDON,deny,True,2024-08-26T08:21:55.000Z,{'custom': {'soldout': 'false'}},48325541200137,False,false,-1,-1
"Decanter, by Simon Gate for Sandvik/Orrefors, 1920s - 1930's (2)",RELIC LONDON,deny,True,2024-08-26T08:21:49.000Z,{'custom': {'soldout': 'false'}},48325541003529,False,false,-1,-1
"Decanter, by Simon Gate for Sandvik/Orrefors, 1920s - 1930's",RELIC LONDON,deny,True,2024-08-26T08:21:47.000Z,{'custom': {'soldout': 'false'}},48325540937993,False,false,-1,-1
Lobi Tripod Stool 3,RELIC LONDON,deny,True,2024-08-26T08:21:16.000Z,{'custom': {'soldout': 'false'}},48325539397897,False,false,-1,-1
Unique Layered Footed Bowl,RELIC LONDON,deny,True,2024-08-26T08:21:04.000Z,{'custom': {'soldout': 'false'}},48325538382089,False,false,-1,-1
"Large Abstract Oil Painting, by Robert Treat",RELIC LONDON,deny,True,2024-08-26T08:21:03.000Z,{'custom': {'soldout': 'false'}},48325538316553,False,false,-1,-1
Nazaré Daybed,Project 213A,continue,True,2024-09-03T10:23:04.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '8'}}",48361041559817,False,false,12,8
Large Mid-Century Brass Candelabra,Spigel,deny,True,2024-10-01T07:47:22.000Z,{'custom': {'soldout': 'false'}},48484912267529,False,false,-1,-1
Spiral Metal Umbrella Stand,Dodo Vintage,deny,True,2024-09-18T09:25:23.000Z,{'custom': {'soldout': 'false'}},48427786699017,False,false,-1,-1
1970s Crystal Candleholder by Tapio Wirkkala,Dodo Vintage,deny,True,2024-09-18T09:21:30.000Z,{'custom': {'soldout': 'false'}},48427773919497,False,false,-1,-1
Gallery of Art Series: Picasso (1954),Maison Plage,deny,True,2024-08-21T14:10:39.000Z,{'custom': {'soldout': 'false'}},48309279359241,False,false,-1,-1
"Mid-Century Brutalist Style Coffee Table in the manner of Luciano Frigerio, 1970s",RELIC LONDON,deny,True,2024-08-26T08:21:52.000Z,{'custom': {'soldout': 'false'}},48325541134601,False,false,-1,-1
Brass Candle Holder Floating Snake,RELIC LONDON,deny,True,2024-08-26T08:21:42.000Z,{'custom': {'soldout': 'false'}},48325540708617,False,false,-1,-1
Abstract Painting 1945-1959,RELIC LONDON,deny,True,2024-08-26T08:21:42.000Z,{'custom': {'soldout': 'false'}},48325540675849,False,false,-1,-1
Tall Double Necked Stoneware Vessel by Alex Hagen,RELIC LONDON,deny,True,2024-08-26T08:21:32.000Z,{'custom': {'soldout': 'false'}},48325540348169,False,false,-1,-1
Large Raku Platter,RELIC LONDON,deny,True,2024-08-26T08:21:31.000Z,{'custom': {'soldout': 'false'}},48325540249865,False,false,-1,-1
Empoli MCM Amber Pinched Genie Decanter,RELIC LONDON,deny,True,2024-08-26T08:21:16.000Z,{'custom': {'soldout': 'false'}},48325539430665,False,false,-1,-1
Lobi Zoomorphic Stool (Ivory Coast),RELIC LONDON,deny,True,2024-08-26T08:21:03.000Z,{'custom': {'soldout': 'false'}},48325538349321,False,false,-1,-1
Whitefriars Mobile Phone Vase by Geoffrey Baxter,RELIC LONDON,deny,True,2024-08-26T08:20:57.000Z,{'custom': {'soldout': 'false'}},48325537267977,False,false,-1,-1
"XL Expressionist Composition on canvas, by Valter Gibson",RELIC LONDON,deny,True,2024-08-26T08:20:56.000Z,{'custom': {'soldout': 'false'}},48325537235209,False,false,-1,-1
"""Peniche"" Coffee Table in Oak",Project 213A,deny,True,2024-10-01T08:01:33.000Z,{'custom': {'soldout': 'false'}},48484996219145,False,false,-1,-1
Brutalist Floor Lamp,Out For Lunch,deny,True,2024-08-28T09:12:58.000Z,{'custom': {'soldout': 'false'}},48332952338697,False,false,-1,-1
Pair of Wavy Candle Holders,Les Objoies,deny,True,2024-10-01T07:47:30.000Z,{'custom': {'soldout': 'false'}},48484912464137,False,false,-1,-1
"Silver-Plated Table Lamp, Early 1900s",Spigel,deny,True,2024-10-01T07:47:46.000Z,{'custom': {'soldout': 'false'}},48484912759049,False,false,-1,-1
Medium Mid-Century Brass Candelabra,Spigel,deny,True,2024-10-01T07:47:12.000Z,{'custom': {'soldout': 'false'}},48484911186185,False,false,-1,-1
"Art Deco Metal Vase, 1935",Spigel,deny,True,2024-09-10T09:50:20.000Z,{'custom': {'soldout': 'false'}},48397493567753,False,false,-1,-1
Carved Wooden Seashell,Les Objoies,deny,True,2024-10-08T15:32:04.000Z,{'custom': {'soldout': 'false'}},48522071605513,False,false,-1,-1
Strandlinje Arne Olsson,Collection apart,deny,True,2024-08-26T14:25:02.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48326823477513,False,false,2,1
Large Pewter Carafe,Les Objoies,deny,True,2024-10-07T16:18:37.000Z,{'custom': {'soldout': 'false'}},48517379948809,False,false,-1,-1
Brutalist Ashtray,Boga Avante Shop,deny,True,2024-08-27T09:28:34.000Z,{'custom': {'soldout': 'false'}},48329237070089,False,false,-1,-1
"Art Deco Bronze Candelabras, 1930s",Spigel,deny,True,2024-10-01T07:47:38.000Z,{'custom': {'soldout': 'false'}},48484912627977,False,false,-1,-1
Mini Mantle Vase 1930s,Collection apart,deny,True,2024-08-26T15:00:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48326880755977,False,false,2,1
Mantle Vase 1930s,Collection apart,deny,True,2024-08-26T14:25:07.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48326823510281,False,false,2,1
Calisto Bookcase,Meola Interiors,deny,True,2024-06-26T15:11:41.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",48061193289993,False,false,5,2
Early 1900's Table Lamp,Out For Lunch,deny,True,2024-08-28T09:13:40.000Z,{'custom': {'soldout': 'false'}},48332953256201,False,false,-1,-1
Twisted Serving Spoons,Out For Lunch,deny,True,2024-08-28T09:12:46.000Z,{'custom': {'soldout': 'false'}},48332952240393,False,false,-1,-1
Art Deco Metal Vase 1930s,Spigel,deny,True,2024-09-03T08:36:50.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}}",48360588247305,False,false,-1,-1
Art Deco Champagne Bucket  / Vase Tortoise Glass,Dodo Vintage,deny,True,2024-09-02T12:49:35.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48357148950793,False,false,2,1
Limited Edition Aalto Vase,Dodo Vintage,deny,True,2024-09-02T12:49:33.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48357148918025,False,false,2,1
Wooden and Marble Chessboard,Boga Avante Shop,deny,True,2024-08-21T14:30:07.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48309359575305,False,false,2,1
Flemish Style Floral Still Life Painting | Oil on Cardboard | Vintage,Veter Vintage,deny,True,2024-09-03T08:24:32.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '1'}}",48360544993545,False,false,4,1
Wooden Candleholder,Out For Lunch,deny,True,2024-08-28T09:13:44.000Z,{'custom': {'soldout': 'false'}},48332953354505,False,false,-1,-1
Mental Candle Holders,Boga Avante Shop,deny,True,2024-08-27T09:28:32.000Z,{'custom': {'soldout': 'false'}},48329237004553,False,false,-1,-1
Antique Silver Vase,Médecine,deny,True,2024-07-25T09:08:37.000Z,{'custom': {'soldout': 'false'}},48197435982089,False,false,-1,-1
Madeira Oak Headboard Medium,Project 213A,continue,True,2024-10-01T10:27:43.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",48485140824329,False,false,6,4
"""Aquarama"" Headboard in Birds Eye Maple",Lemon,deny,False,2024-10-01T08:08:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485044650249,False,false,10,8
"""Aquarama"" Headboard in Birds Eye Maple",Lemon,deny,False,2024-10-01T08:08:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485044617481,False,false,10,8
"""Aquarama"" Headboard in Birds Eye Maple",Lemon,deny,False,2024-10-01T08:08:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485044584713,False,false,10,8
"""Aquarama"" Headboard in Birds Eye Maple",Lemon,deny,False,2024-10-01T08:08:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485044551945,False,false,10,8
"""Aquarama"" Headboard in Chocolate Ash",Lemon,deny,False,2024-10-01T08:08:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485043142921,False,false,10,8
"""Aquarama"" Headboard in Chocolate Ash",Lemon,deny,False,2024-10-01T08:08:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485043110153,False,false,10,8
"""Aquarama"" Headboard in Chocolate Ash",Lemon,deny,False,2024-10-01T08:08:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485043077385,False,false,10,8
"""Aquarama"" Headboard in Chocolate Ash",Lemon,deny,False,2024-10-01T08:08:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48485043044617,False,false,10,8
Vintage Ceiling Lamp Murano 70s Italy,Bottega Jacobs,deny,True,2024-10-02T13:58:48.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48493557776649,False,false,2,1
Pair of Candle Holders,Les Objoies,deny,True,2024-09-18T09:25:11.000Z,{'custom': {'soldout': 'false'}},48427786469641,False,false,-1,-1
Silverclock - Dark Olive & Black,Silje Lindrup,deny,True,2024-09-02T12:15:42.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48356982948105,False,false,2,1
Space Age Table Lamp,Boga Avante Shop,deny,True,2024-08-26T09:22:35.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48325759729929,False,false,2,1
"Elegant Metal Sculpture, 1930s",Spigel,deny,True,2024-09-10T09:50:24.000Z,{'custom': {'soldout': 'false'}},48397493698825,False,false,-1,-1
Brass Candleholder,Out For Lunch,deny,True,2024-06-18T08:29:30.000Z,{'custom': {'soldout': 'false'}},48020951761161,False,false,-1,-1
Lapis Lazuli Chessboard,Boga Avante Shop,deny,True,2024-08-21T14:30:14.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48309360820489,False,false,2,1
Mirror 11H20,Laurène Guarneri,deny,True,2024-09-10T13:55:13.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48398291468553,False,false,2,1
"""Aquarama"" Headboard in Cherry",Lemon,deny,False,2024-09-23T09:32:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48447875547401,False,false,10,8
"""Aquarama"" Headboard in Cherry",Lemon,deny,False,2024-09-23T09:32:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48447875514633,False,false,10,8
"""Aquarama"" Headboard in Cherry",Lemon,deny,False,2024-09-23T09:32:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48447875481865,False,false,10,8
"""Aquarama"" Headboard in Cherry",Lemon,deny,False,2024-09-23T09:32:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48447875449097,False,false,10,8
"""Sintra"" Curved Bench in Oak",Project 213A,deny,True,2024-10-01T08:01:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",48484996317449,False,false,8,4
