title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Pipito Green Marble,Simone & Marcel,continue,True,2023-07-03T13:24:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164623625,False,false,4,2,23,0,1,0,0.0
Okla Ecru Cotton,Simone & Marcel,continue,True,2023-07-03T13:24:00.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44494164328713,False,false,6,4,107,0,1,0,0.0
Lotuso Black Ceramic,Simone & Marcel,continue,True,2023-07-03T13:23:46.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164132105,False,false,4,2,21,0,1,0,0.0
Happy Pillow Blue Velvet With White Fringes,Lo Decor,deny,True,2023-08-31T12:16:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998750985,False,false,2,1,1,0,0,0,0.0
Happy Pillow Blue Velvet With White Fringes,Lo Decor,deny,True,2023-08-31T12:16:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998718217,False,false,2,1,1,0,0,0,0.0
Happy Pillow Blue Velvet With White Fringes,Lo Decor,deny,True,2023-08-31T12:16:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998685449,False,false,2,1,1,0,0,0,0.0
Happy Pillow Blue Velvet With White Fringes,Lo Decor,deny,True,2023-08-31T12:16:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998652681,False,false,2,1,1,0,0,0,0.0
Happy Pillow Blue Velvet With White Fringes,Lo Decor,deny,True,2023-08-31T12:16:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998619913,False,false,2,1,1,0,0,0,0.0
Mouth Blown Yellow 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-10T08:38:01.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",45312182354185,False,false,5,2,12,0,0,0,0.0
Mouth Blown Yellow 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-10T08:38:01.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",45312182321417,False,false,5,2,12,0,0,0,0.0
Mouth Blown Yellow 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-10T08:38:01.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",45312182288649,False,false,5,2,12,0,0,0,0.0
Never Alone Again,Mathieu Frossard,deny,True,2023-08-31T10:05:36.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583720747273,False,false,2,1,18,0,0,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551696122121,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551696089353,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551696056585,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551696023817,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695991049,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695958281,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695925513,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695892745,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695859977,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695827209,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695794441,False,false,2,1,77,0,5,0,0.0
Astrology Sign Candle,Olfactif,deny,True,2023-08-09T10:15:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44551695761673,False,false,2,1,77,0,5,0,0.0
Vintage Matthew Hilton Candle Holder,Les Objets Amsterdam,deny,True,2023-06-26T16:36:44.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44480271778057,False,false,2,1,18,0,2,0,0.0
Table Lamp Green,Astrid Öhman,continue,True,2023-08-31T09:33:31.000Z,"{'custom': {'curators_product': 'false', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44583677231369,False,false,6,4,42,0,1,0,0.0
Alte Floor Lamp,Marine Breynaert,deny,False,2024-04-26T12:24:04.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45402926612745,False,false,12,6,18,0,1,0,0.0
"""Wild""",Fulya Celik Art,deny,True,2023-09-06T06:50:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44593701355785,False,false,4,2,13,0,0,0,0.0
"""Eternal Energy II""",Fulya Celik Art,deny,True,2023-09-06T06:50:49.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44593701126409,False,false,4,2,5,0,0,0,0.0
"""Wild"" painting",Fulya Celik Art,deny,True,2023-09-06T06:50:45.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44593701028105,False,false,4,2,8,0,0,0,0.0
Flutita Black Marble,Simone & Marcel,continue,True,2023-07-03T13:24:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165606665,False,false,4,2,13,0,0,0,0.0
Flutita Black Marble,Simone & Marcel,continue,True,2023-07-03T13:24:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165573897,False,false,4,2,13,0,0,0,0.0
Peona Black Marble,Simone & Marcel,continue,True,2023-07-03T13:24:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164853001,False,false,4,2,6,0,0,0,0.0
Peona Black Marble,Simone & Marcel,continue,True,2023-07-03T13:24:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164820233,False,false,4,2,6,0,0,0,0.0
Arko Sea Ceramic Lamp,Simone & Marcel,continue,True,2023-07-03T13:24:07.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164558089,False,false,4,2,26,0,0,0,0.0
Arko Sea Ceramic Lamp,Simone & Marcel,continue,True,2023-07-03T13:24:07.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164525321,False,false,4,2,26,0,0,0,0.0
Lotuso Green Marble,Simone & Marcel,continue,True,2023-07-03T13:23:54.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164230409,False,false,4,2,12,0,0,0,0.0
"""Hat"" Lamp",Kilzi,deny,False,2024-03-01T11:37:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '16'}, 'mindeliverytime': {'mindeltime': '12'}}",45119069618441,False,false,16,12,8,0,3,0,0.0
Vintage Curly RVS Candle Holders,Les Objets Amsterdam,deny,True,2023-06-24T08:16:59.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44475579859209,False,false,2,1,13,0,2,0,0.0
Bau Bowl,Argot Studio,continue,True,2023-06-03T07:38:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44445253107977,False,false,4,3,60,0,6,0,0.0
Louisa II Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:32.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485743177993,False,false,12,4,37,0,0,0,0.0
Louisa II Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:32.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485743145225,False,false,12,4,37,0,0,0,0.0
Louisa II Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:32.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485743112457,False,false,12,4,37,0,0,0,0.0
Ines Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485742555401,False,false,12,4,9,0,0,0,0.0
Ines Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485742522633,False,false,12,4,9,0,0,0,0.0
Ines Table Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485742489865,False,false,12,4,9,0,0,0,0.0
Madmen Ashtray,Marine Breynaert,deny,False,2024-05-14T08:44:54.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '4'}}",45485741015305,False,false,12,4,15,0,0,0,0.0
Vagari Chair,Cultivation Objects,deny,False,2024-02-23T13:47:57.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '10'}}",45089618854153,False,false,12,10,387,0,7,0,0.0
Table Lamp Blue,Astrid Öhman,continue,True,2023-08-31T09:33:27.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44583677133065,False,false,6,4,20,0,0,0,0.0
"""Tumble"" Chairs (arm-rest)",Kilzi,deny,False,2024-03-01T11:37:23.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119070667017,False,false,8,4,9,0,2,0,0.0
Mirror Lounge Chair,Project 213A,deny,True,2023-07-24T08:59:14.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '16'}, 'mindeliverytime': {'mindeltime': '12'}}",44524978929929,False,false,16,12,186,0,1,0,0.0
Applique Objet_6,HIROMI,deny,False,2024-04-11T09:04:38.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45321805103369,False,false,10,6,20,0,0,0,0.0
Superseed I,Alba Hodsoll Studio,deny,True,2023-08-10T08:22:13.000Z,"{'custom': {'curators_product': 'false', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44552948515081,False,false,2,1,43,0,3,0,0.0
Mouth Blown Pink 'Candy' shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246446345,False,false,6,2,5,0,0,0,0.0
Mouth Blown Pink 'Candy' shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246413577,False,false,6,2,5,0,0,0,0.0
Mouth Blown Pink 'Candy' shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246380809,False,false,6,2,5,0,0,0,0.0
Stone Feet Sculpture,Rooms Studio,deny,False,2024-02-28T16:15:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '5'}}",45110616326409,False,false,6,5,23,0,3,0,0.0
Sella Curulis Stool,sashaxsasha,deny,False,2024-03-18T09:41:42.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",45190960283913,False,false,8,6,32,0,1,0,0.0
UFO Vase in Amber,Landy Rakoto Ceramics,continue,True,2023-07-10T15:31:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '14'}, 'mindeliverytime': {'mindeltime': '12'}}",44504444993801,False,false,14,12,85,0,12,0,0.0
Candleholder La Chose 2,Claire Pain,deny,True,2023-08-31T08:49:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '7'}, 'mindeliverytime': {'mindeltime': '4'}}",44583592329481,False,false,7,4,23,0,1,0,0.0
Candleholder La Chose 2,Claire Pain,deny,True,2023-08-31T08:49:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '7'}, 'mindeliverytime': {'mindeltime': '4'}}",44583592296713,False,false,7,4,23,0,1,0,0.0
"""Tumble"" Chairs (tall back)",Kilzi,deny,False,2024-03-01T11:37:16.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119069716745,False,false,8,4,3,0,1,0,0.0
Bearing II,Alba Hodsoll Studio,deny,True,2023-08-10T08:22:03.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '2'}}",44552948482313,False,false,2,2,32,0,0,0,0.0
Saint-Louis Crystal and Leather Ashtray,Treaptyque,deny,True,2023-06-16T16:01:55.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44462674575625,False,false,2,1,9,0,0,0,0.0
"Crystal Ashtray ""Ambassador"" D120 by Saint-Louis 70's",Treaptyque,deny,True,2023-06-16T16:01:53.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44462674542857,False,false,2,1,0,0,0,0,0.0
Cloud City Wall Lampshade,Antoine Becognee,deny,True,2023-08-09T20:39:02.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",44552400011529,False,false,3,2,140,0,2,0,0.0
Lampe i,Argot Studio,continue,True,2023-06-03T07:38:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44445253337353,False,false,4,3,110,0,4,0,0.0
Lampe i,Argot Studio,continue,True,2023-06-03T07:38:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44445253304585,False,false,4,3,110,0,4,0,0.0
Piece and Quiet Dining Chair,Cultivation Objects,deny,False,2024-02-23T13:46:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '10'}}",45089615642889,False,false,12,10,63,0,5,0,0.0
Black Lilith with Oxide Drip,Lucia Mondadori,deny,True,2023-09-06T10:11:41.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",44593885217033,False,false,8,4,18,0,1,0,0.0
Lux Æterna Candleholder Sculpture,sashaxsasha,deny,False,2024-03-18T09:41:47.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",45190960480521,False,false,8,6,13,0,0,0,0.0
SSB01W Bench,sashaxsasha,deny,False,2024-03-18T09:41:41.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",45190960218377,False,false,8,6,62,0,0,0,0.0
Ushigome-Yanagichio Stool,malva,deny,False,2024-02-23T14:19:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",45089761263881,False,false,10,8,98,0,4,0,0.0
Flute - Transparent,Szkło Studio,continue,True,2023-07-20T07:31:47.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44519565623561,False,false,2,1,162,0,6,0,0.0
"The ""Mush"" Lamp",Kilzi,deny,False,2024-03-01T12:35:55.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119298306313,False,false,8,4,10,0,0,0,0.0
"The ""Mush"" Lamp",Kilzi,deny,False,2024-03-01T12:35:55.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119298273545,False,false,8,4,10,0,0,0,0.0
UUFO 01 Dining Table,BURGIO.,deny,True,2023-08-09T08:35:27.000Z,"{'custom': {'curators_product': 'false', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44551588970761,False,false,6,4,125,0,3,0,0.0
Black Vase by Flavio Poli for Seguso,Treaptyque,deny,True,2023-05-30T16:27:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",44439078568201,False,false,1,1,16,0,1,0,0.0
Theia Lounge Chair,Cultivation Objects,deny,False,2024-02-23T13:46:34.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '10'}}",45089614823689,False,false,12,10,169,0,4,0,0.0
Untitled,Alba Hodsoll Studio,deny,True,2023-08-10T08:22:00.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44552948416777,False,false,4,2,108,0,2,0,0.0
Double Cream,Alba Hodsoll Studio,deny,True,2023-08-10T08:22:02.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44552948449545,False,false,4,3,32,0,0,0,0.0
Large Murano Glass Ashtray,Treaptyque,deny,True,2023-05-30T16:28:06.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",44439079878921,False,false,1,1,42,0,0,0,0.0
Murano Bowl by Flavio Poli for Seguso,Treaptyque,deny,True,2023-05-30T16:27:25.000Z,{'custom': {'soldout': 'false'}},44439077749001,False,false,-1,-1,3,0,0,0,0.0
Damier Throw - Black,LOBJET,deny,True,2023-07-09T09:14:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",44502929735945,False,false,1,1,7,0,0,0,0.0
Perlée Deep Bowl,LOBJET,deny,True,2023-07-09T09:14:04.000Z,{'custom': {'soldout': 'false'}},44502928982281,False,false,-1,-1,2,0,0,0,0.0
Perlée Deep Bowl,LOBJET,deny,True,2023-07-09T09:14:04.000Z,{'custom': {'soldout': 'false'}},44502928949513,False,false,-1,-1,2,0,0,0,0.0
Perlée Deep Bowl,LOBJET,deny,True,2023-07-09T09:14:04.000Z,{'custom': {'soldout': 'false'}},44502928916745,False,false,-1,-1,2,0,0,0,0.0
Bohême Bowl - Large,LOBJET,deny,True,2023-07-09T09:13:54.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",44502928752905,False,false,1,1,3,0,0,0,0.0
Dowry Blanket 2,Rooms Studio,deny,False,2024-02-28T16:15:29.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '5'}}",45110616752393,False,false,6,5,18,0,0,0,0.0
Dracula Wall Scone Composite,Rooms Studio,deny,False,2024-02-28T14:45:36.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '5'}}",45110145450249,False,false,6,5,29,0,0,0,0.0
Wall lamp MOOR PLUS BRILLANCE,Lisa Allegra,continue,True,2023-07-26T15:25:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '10'}}",44528404529417,False,false,12,10,130,0,5,0,0.0
Acme - Greek Marble Black,Mariza Galani,continue,True,2023-07-10T15:59:30.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",44504458002697,False,false,10,8,24,0,0,0,0.0
Acme - Greek Marble,Mariza Galani,continue,True,2023-07-10T15:59:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",44504457969929,False,false,10,8,33,0,0,0,0.0
